geo_point_2d;geo_shape;id_zst;name;gemeinde;klasse;kombiniert;art;arme;fahrstreif;zweck;typ;strtyp;eigentum;betriebnah;betriebzus;link;format
47.544891031229874, 7.610708131453978;"{""coordinates"": [7.610708131453978, 47.544891031229874], ""type"": ""Point""}";201723;Zeughausstrasse 47;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2017-02-17T00:00:00+00:00;ausser Betrieb;;xlsx
47.53622143225011, 7.585289059404021;"{""coordinates"": [7.585289059404021, 47.53622143225011], ""type"": ""Point""}";201621;Schaeublinstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-09-02T00:00:00+00:00;ausser Betrieb;;xlsx
47.57580673207053, 7.58301555483171;"{""coordinates"": [7.58301555483171, 47.57580673207053], ""type"": ""Point""}";918;Elsaesserrheinweg;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto+Fuss;Induktionsschlaufen;Andere;Kanton Basel-Stadt;2017-02-01T00:00:00+00:00;in Betrieb;;xlsx
47.5551531111063, 7.604476410874983;"{""coordinates"": [7.604476410874983, 47.5551531111063], ""type"": ""Point""}";919;St. Alban-Rheinweg;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-02-01T00:00:00+00:00;in Betrieb;;xlsx
47.54937665827419, 7.595155209468466;"{""coordinates"": [7.595155209468466, 47.54937665827419], ""type"": ""Point""}";201726;Gartenstrasse 63;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-11-21T00:00:00+00:00;ausser Betrieb;;xlsx
47.57176270316069, 7.59568098004027;"{""coordinates"": [7.59568098004027, 47.57176270316069], ""type"": ""Point""}";201827;Schliengerweg 12;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-10-02T00:00:00+00:00;ausser Betrieb;;xlsx
47.57073907320461, 7.593242140871819;"{""coordinates"": [7.593242140871819, 47.57073907320461], ""type"": ""Point""}";201719;Horburgstrasse 33;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-05-05T00:00:00+00:00;ausser Betrieb;;xlsx
47.53752607266425, 7.587712811903613;"{""coordinates"": [7.587712811903613, 47.53752607266425], ""type"": ""Point""}";201801;Drosselstrasse 45;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2018-11-06T00:00:00+00:00;ausser Betrieb;;xlsx
47.56538497863221, 7.576621553018667;"{""coordinates"": [7.576621553018667, 47.56538497863221], ""type"": ""Point""}";201626;Davidsrain 9;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-11-15T00:00:00+00:00;ausser Betrieb;;pdf
47.55617383129883, 7.569493643657084;"{""coordinates"": [7.569493643657084, 47.55617383129883], ""type"": ""Point""}";200902;Buchenstrasse 38;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2009-11-17T00:00:00+00:00;ausser Betrieb;;pdf
47.545370826769314, 7.557633375664698;"{""coordinates"": [7.557633375664698, 47.545370826769314], ""type"": ""Point""}";201814;Froeschgasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2018-06-12T00:00:00+00:00;ausser Betrieb;;pdf
47.5373858287467, 7.599473305965194;"{""coordinates"": [7.599473305965194, 47.5373858287467], ""type"": ""Point""}";201624;Fuerstensteinerstrasse 60;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-12-06T00:00:00+00:00;ausser Betrieb;;pdf
47.568433058321446, 7.571161588307828;"{""coordinates"": [7.571161588307828, 47.568433058321446], ""type"": ""Point""}";201727;Lenzgasse 28;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-06-13T00:00:00+00:00;ausser Betrieb;;pdf
47.54627574904061, 7.608237467773713;"{""coordinates"": [7.608237467773713, 47.54627574904061], ""type"": ""Point""}";201628;Sissacherstrasse 23;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-12-13T00:00:00+00:00;ausser Betrieb;;pdf
47.567041594350854, 7.591825125737739;"{""coordinates"": [7.591825125737739, 47.567041594350854], ""type"": ""Point""}";201730;Matthaeusstrasse 16;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-06-27T00:00:00+00:00;ausser Betrieb;;pdf
47.566449636205185, 7.56366915227935;"{""coordinates"": [7.56366915227935, 47.566449636205185], ""type"": ""Point""}";201731;Markircherstrasse 12;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-06-22T00:00:00+00:00;ausser Betrieb;;pdf
47.55673506769414, 7.573939434503112;"{""coordinates"": [7.573939434503112, 47.55673506769414], ""type"": ""Point""}";201631;Palmenstrasse 14;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-11-29T00:00:00+00:00;ausser Betrieb;;pdf
47.5540748315219, 7.572675187359067;"{""coordinates"": [7.572675187359067, 47.5540748315219], ""type"": ""Point""}";201633;Blauenstrasse 64;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-11-01T00:00:00+00:00;ausser Betrieb;;pdf
47.55068588733722, 7.562827910736083;"{""coordinates"": [7.562827910736083, 47.55068588733722], ""type"": ""Point""}";200905;Nufenenstrasse 49;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2009-11-24T00:00:00+00:00;ausser Betrieb;;pdf
47.54703822206618, 7.611612999406939;"{""coordinates"": [7.611612999406939, 47.54703822206618], ""type"": ""Point""}";201815;Speiserstrasse 91;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2018-11-29T00:00:00+00:00;ausser Betrieb;;pdf
47.55468582486307, 7.584288424881828;"{""coordinates"": [7.584288424881828, 47.55468582486307], ""type"": ""Point""}";201904;Holbeinstrasse 10;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-10-24T00:00:00+00:00;ausser Betrieb;;pdf
47.56266789771215, 7.565613029814103;"{""coordinates"": [7.565613029814103, 47.56266789771215], ""type"": ""Point""}";201905;Raemelstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-10-17T00:00:00+00:00;ausser Betrieb;;pdf
47.55548913886311, 7.579044693873824;"{""coordinates"": [7.579044693873824, 47.55548913886311], ""type"": ""Point""}";201636;Spalentorweg 43;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-11-08T00:00:00+00:00;ausser Betrieb;;pdf
47.55225123753473, 7.558800466035938;"{""coordinates"": [7.558800466035938, 47.55225123753473], ""type"": ""Point""}";201639;Wanderstrasse von Steinbuehlallee;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo+Fuss;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-05-26T00:00:00+00:00;ausser Betrieb;;pdf
47.55988195626665, 7.612709541146863;"{""coordinates"": [7.612709541146863, 47.55988195626665], ""type"": ""Point""}";201912;Grenzacherstrasse-Schwarzwaldstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;2.0;MIV+Velo+Fuss;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2019-09-19T00:00:00+00:00;ausser Betrieb;;xlsx
47.54597785355252, 7.557596389840731;"{""coordinates"": [7.557596389840731, 47.54597785355252], ""type"": ""Point""}";201913;Neuweilerstrasse (Kreuzung Weiherhofstrasse);Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;2.0;MIV+Velo+Fuss;Video;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2019-11-19T00:00:00+00:00;ausser Betrieb;;pdf
47.55088387029171, 7.58026038063243;"{""coordinates"": [7.58026038063243, 47.55088387029171], ""type"": ""Point""}";1431;Steinenring 50;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2019-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.55359854937397, 7.575601928945835;"{""coordinates"": [7.575601928945835, 47.55359854937397], ""type"": ""Point""}";145;Weiherweg vis 48;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.56830002244633, 7.579609695478146;"{""coordinates"": [7.579609695478146, 47.56830002244633], ""type"": ""Point""}";327;Muelhauserstrasse 61;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.56837304257451, 7.605209289335401;"{""coordinates"": [7.605209289335401, 47.56837304257451], ""type"": ""Point""}";214;Maulbeerstrasse 97;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-03-01T00:00:00+00:00;in Betrieb;;xlsx
47.574827383691854, 7.56384052410318;"{""coordinates"": [7.56384052410318, 47.574827383691854], ""type"": ""Point""}";232;A3-A35, Grenze CH-F A3;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;6.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);Kanton Basel-Stadt;2005-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.572622250429234, 7.602383725536903;"{""coordinates"": [7.602383725536903, 47.572622250429234], ""type"": ""Point""}";250;A2 Schwarzwaldtunnel (generiert);Basel;Dauerzaehlstelle;Virtuelle Zaehlstelle;Querschnitt;2.0;10.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);Kanton Basel-Stadt;2000-09-01T00:00:00+00:00;ausser Betrieb;;xlsx
47.54503030793181, 7.615563307228265;"{""coordinates"": [7.615563307228265, 47.54503030793181], ""type"": ""Point""}";301;A2 Gellert Sued;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;4.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);Kanton Basel-Stadt;2000-01-01T00:00:00+00:00;ausser Betrieb;;xlsx
47.54753740604926, 7.614475112049918;"{""coordinates"": [7.614475112049918, 47.54753740604926], ""type"": ""Point""}";303;A2 Gellert Eckverbindung;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;3.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);Kanton Basel-Stadt;2000-01-01T00:00:00+00:00;ausser Betrieb;;xlsx
47.57073464565852, 7.582267211228467;"{""coordinates"": [7.582267211228467, 47.57073464565852], ""type"": ""Point""}";350;Dreirosenbrücke lokal (mit Ein-/Ausfahrten);Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;4.0;MIV+Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2012-09-01T00:00:00+00:00;in Betrieb;;xlsx
47.57712597571489, 7.59655916980796;"{""coordinates"": [7.59655916980796, 47.57712597571489], ""type"": ""Point""}";402;Hochbergerstrasse 55;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2000-09-01T00:00:00+00:00;in Betrieb;;xlsx
47.56280593987182, 7.630105944853086;"{""coordinates"": [7.630105944853086, 47.56280593987182], ""type"": ""Point""}";409;Grenzacherstrasse 511;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2000-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.5665568071087, 7.59767325246949;"{""coordinates"": [7.59767325246949, 47.5665568071087], ""type"": ""Point""}";419;Riehenring 120;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2000-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.57412467805445, 7.574713950154659;"{""coordinates"": [7.574713950154659, 47.57412467805445], ""type"": ""Point""}";656;Elsaesserstrasse 146;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2000-08-01T00:00:00+00:00;in Betrieb;;xlsx
47.57686090239818, 7.567341742371508;"{""coordinates"": [7.567341742371508, 47.57686090239818], ""type"": ""Point""}";659;Schlachthofstrasse;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2000-08-01T00:00:00+00:00;in Betrieb;;xlsx
47.59207905111098, 7.64377560544447;"{""coordinates"": [7.64377560544447, 47.59207905111098], ""type"": ""Point""}";672;Zoll CH-D, Weilstrasse;Riehen;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-10-01T00:00:00+00:00;in Betrieb;;xlsx
47.59526403022697, 7.655596948928534;"{""coordinates"": [7.655596948928534, 47.59526403022697], ""type"": ""Point""}";673;Zoll CH-D, Loerracherstrasse;Lorrach (D);Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;4.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Deutschland;2000-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.562290872620736, 7.634808422550149;"{""coordinates"": [7.634808422550149, 47.562290872620736], ""type"": ""Point""}";674;Zoll CH-D, Grenzacherstrasse;Grenzach (D);Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;6.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Deutschland;2000-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.555347530486614, 7.580569186595833;"{""coordinates"": [7.580569186595833, 47.555347530486614], ""type"": ""Point""}";773;Eulerstrasse 34;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.55594683072244, 7.580958047448778;"{""coordinates"": [7.580958047448778, 47.55594683072244], ""type"": ""Point""}";774;Schuetzenmattstrasse 26;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen LSA;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2011-09-01T00:00:00+00:00;in Betrieb;;xlsx
47.569794011130405, 7.59022601336606;"{""coordinates"": [7.59022601336606, 47.569794011130405], ""type"": ""Point""}";802;Klybeckstrasse 113/Kirche;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.5649990063309, 7.604208009933386;"{""coordinates"": [7.604208009933386, 47.5649990063309], ""type"": ""Point""}";804;Rosentalstrasse 28/27;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.555979009801106, 7.588571003425063;"{""coordinates"": [7.588571003425063, 47.555979009801106], ""type"": ""Point""}";806;Gerbergasse;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Andere;Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.557273011194944, 7.569708009365453;"{""coordinates"": [7.569708009365453, 47.557273011194944], ""type"": ""Point""}";809;Allschwilerstrasse 77/86;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.559703008795296, 7.588668008044097;"{""coordinates"": [7.588668008044097, 47.559703008795296], ""type"": ""Point""}";815;Mittlere Rheinbruecke;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.544567934651695, 7.598905212577154;"{""coordinates"": [7.598905212577154, 47.544567934651695], ""type"": ""Point""}";901;Peter-Merian Weg;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2011-09-21T00:00:00+00:00;in Betrieb;;xlsx
47.58572966401296, 7.593333833730881;"{""coordinates"": [7.593333833730881, 47.58572966401296], ""type"": ""Point""}";914;Hiltalingerstrasse 7;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-08-15T00:00:00+00:00;in Betrieb;;xlsx
47.56930300993515, 7.570239004710053;"{""coordinates"": [7.570239004710053, 47.56930300993515], ""type"": ""Point""}";915;Luzernerring-Bruecke;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2012-10-03T00:00:00+00:00;in Betrieb;;xlsx
47.57696134329166, 7.599077267609608;"{""coordinates"": [7.599077267609608, 47.57696134329166], ""type"": ""Point""}";100143;A2-A5 Grenzbruecke, CH-D;Basel;Dauerzaehlstelle;Virtuelle Zaehlstelle;Querschnitt;2.0;6.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);BUND;1980-11-01T00:00:00+00:00;in Betrieb;https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html;xlsx
47.57069020658481, 7.593610810502377;"{""coordinates"": [7.593610810502377, 47.57069020658481], ""type"": ""Point""}";200802;Horburgstrasse 50/33;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Plattenzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;1998-09-04T00:00:00+00:00;ausser Betrieb;;xlsx
47.56907764210314, 7.5812168215006;"{""coordinates"": [7.5812168215006, 47.56907764210314], ""type"": ""Point""}";200806;Muelhauserstrasse 35;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Plattenzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;1998-06-23T00:00:00+00:00;ausser Betrieb;;xlsx
47.57700001432637, 7.591461508356137;"{""coordinates"": [7.591461508356137, 47.57700001432637], ""type"": ""Point""}";200851;Wiesenplatz;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2008-09-11T00:00:00+00:00;ausser Betrieb;;pdf
47.58051260777075, 7.592792509866039;"{""coordinates"": [7.592792509866039, 47.58051260777075], ""type"": ""Point""}";200903;Gaertnerstrasse 115;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Plattenzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2007-03-27T00:00:00+00:00;ausser Betrieb;;pdf
47.56237090758337, 7.634440003092305;"{""coordinates"": [7.634440003092305, 47.56237090758337], ""type"": ""Point""}";200952;Grenzacherstr. Hoernli (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2009-09-17T00:00:00+00:00;ausser Betrieb;;pdf
47.602062114239665, 7.658982507407919;"{""coordinates"": [7.658982507407919, 47.602062114239665], ""type"": ""Point""}";201022;Basler Strasse / Bahnhof Stetten;Larrach (D);Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo;Handzaehlung;Andere;Deutschland;2010-05-02T00:00:00+00:00;ausser Betrieb;;pdf
47.59482130960882, 7.657111908421507;"{""coordinates"": [7.657111908421507, 47.59482130960882], ""type"": ""Point""}";201023;Lettackerweg - Grenze CH-D (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo;Handzaehlung;Andere;Deutschland;2010-05-18T00:00:00+00:00;ausser Betrieb;;pdf
47.56977401248599, 7.604519601721964;"{""coordinates"": [7.604519601721964, 47.56977401248599], ""type"": ""Point""}";201053;Schwarzwaldallee/Erlenstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2010-03-09T00:00:00+00:00;ausser Betrieb;;pdf
47.5685544149036, 7.605814611429459;"{""coordinates"": [7.605814611429459, 47.5685544149036], ""type"": ""Point""}";201054;Schwarzwaldallee/Maulbeerstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2010-03-09T00:00:00+00:00;ausser Betrieb;;pdf
47.56854220890033, 7.597549905640224;"{""coordinates"": [7.597549905640224, 47.56854220890033], ""type"": ""Point""}";201055;Riehenring/Erlenstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2010-03-09T00:00:00+00:00;ausser Betrieb;;pdf
47.54386481075663, 7.578295410063953;"{""coordinates"": [7.578295410063953, 47.54386481075663], ""type"": ""Point""}";201056;Baslerstrasse/Margarethenstich;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;3.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2010-04-30T00:00:00+00:00;ausser Betrieb;;pdf
47.56229772527432, 7.6348140949251295;"{""coordinates"": [7.63481409492513, 47.56229772527432], ""type"": ""Point""}";201104;Grenzacherstrasse Grenze (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo+Fuss;Handzaehlung;Hauptverkehrsstrasse (HVS);Andere;2011-03-23T00:00:00+00:00;ausser Betrieb;;xlsx
47.572516506201175, 7.557071402000321;"{""coordinates"": [7.557071402000321, 47.572516506201175], ""type"": ""Point""}";201109;Burgfelderstrasse Grenze;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo+Fuss;Radar;Hauptverkehrsstrasse (HVS);Andere;2011-04-05T00:00:00+00:00;ausser Betrieb;;xlsx
47.57696360782328, 7.572045111280396;"{""coordinates"": [7.572045111280396, 47.57696360782328], ""type"": ""Point""}";201110;Elsässersrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo+Fuss;Radar;Hauptverkehrsstrasse (HVS);Andere;2011-04-05T00:00:00+00:00;ausser Betrieb;;xlsx
47.576259907019406, 7.580588713976157;"{""coordinates"": [7.580588713976157, 47.576259907019406], ""type"": ""Point""}";201111;Hueningerstrasse Grenze;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo+Fuss;Radar;Siedlungsorientierte Strasse (SOS);Andere;2011-03-31T00:00:00+00:00;ausser Betrieb;;xlsx
47.592086009764536, 7.642614906426486;"{""coordinates"": [7.642614906426486, 47.592086009764536], ""type"": ""Point""}";201112;Weilstrasse Grenze (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo+Fuss;Radar;Hauptverkehrsstrasse (HVS);Andere;2011-03-24T00:00:00+00:00;ausser Betrieb;;xlsx
47.585535312250926, 7.67203170725637;"{""coordinates"": [7.67203170725637, 47.585535312250926], ""type"": ""Point""}";201113;Inzlingerstrasse Grenze (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo+Fuss;Radar;Hauptverkehrsstrasse (HVS);Andere;2011-03-23T00:00:00+00:00;ausser Betrieb;;xlsx
